Container stores 10000 shapes:
Parallelepiped: a = 9, b = 1, c = 6; Density = 1; SurfaceArea = 138.0
Parallelepiped: a = 10, b = 17, c = 11; Density = 13; SurfaceArea = 934.0
Tetrahedron: a = 15; Density = 23; SurfaceArea = 389.71143170299734
Sphere: r = 13; Density = 30; SurfaceArea = 2123.7166338267
Sphere: r = 25; Density = 14; SurfaceArea = 7853.981633974483
Sphere: r = 11; Density = 7; SurfaceArea = 1520.53084433746
Sphere: r = 18; Density = 12; SurfaceArea = 4071.5040790523717
Tetrahedron: a = 28; Density = 20; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 8, b = 22, c = 11; Density = 16; SurfaceArea = 1012.0
Parallelepiped: a = 2, b = 6, c = 15; Density = 6; SurfaceArea = 264.0
Parallelepiped: a = 12, b = 13, c = 22; Density = 26; SurfaceArea = 1412.0
Parallelepiped: a = 10, b = 26, c = 10; Density = 6; SurfaceArea = 1240.0
Tetrahedron: a = 20; Density = 12; SurfaceArea = 692.8203230275509
Tetrahedron: a = 26; Density = 20; SurfaceArea = 1170.866345916561
Sphere: r = 21; Density = 28; SurfaceArea = 5541.769440932395
Parallelepiped: a = 10, b = 14, c = 3; Density = 22; SurfaceArea = 424.0
Parallelepiped: a = 22, b = 7, c = 12; Density = 29; SurfaceArea = 1004.0
Sphere: r = 29; Density = 2; SurfaceArea = 10568.317686676064
Sphere: r = 15; Density = 26; SurfaceArea = 2827.4333882308138
Tetrahedron: a = 19; Density = 6; SurfaceArea = 625.2703415323647
Parallelepiped: a = 12, b = 8, c = 12; Density = 24; SurfaceArea = 672.0
Parallelepiped: a = 9, b = 5, c = 10; Density = 19; SurfaceArea = 370.0
Tetrahedron: a = 25; Density = 6; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 15; Density = 28; SurfaceArea = 389.71143170299734
Parallelepiped: a = 6, b = 3, c = 7; Density = 8; SurfaceArea = 162.0
Sphere: r = 13; Density = 19; SurfaceArea = 2123.7166338267
Parallelepiped: a = 14, b = 22, c = 28; Density = 2; SurfaceArea = 2632.0
Parallelepiped: a = 13, b = 25, c = 29; Density = 24; SurfaceArea = 2854.0
Parallelepiped: a = 8, b = 18, c = 8; Density = 21; SurfaceArea = 704.0
Tetrahedron: a = 13; Density = 28; SurfaceArea = 292.71658647914023
Parallelepiped: a = 6, b = 25, c = 29; Density = 12; SurfaceArea = 2098.0
Parallelepiped: a = 26, b = 20, c = 17; Density = 12; SurfaceArea = 2604.0
Tetrahedron: a = 3; Density = 17; SurfaceArea = 15.588457268119894
Sphere: r = 16; Density = 2; SurfaceArea = 3216.990877275948
Parallelepiped: a = 4, b = 27, c = 16; Density = 26; SurfaceArea = 1208.0
Sphere: r = 9; Density = 7; SurfaceArea = 1017.8760197630929
Sphere: r = 10; Density = 22; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 16, b = 14, c = 14; Density = 3; SurfaceArea = 1288.0
Sphere: r = 30; Density = 5; SurfaceArea = 11309.733552923255
Parallelepiped: a = 7, b = 9, c = 8; Density = 25; SurfaceArea = 382.0
Parallelepiped: a = 15, b = 6, c = 6; Density = 11; SurfaceArea = 432.0
Tetrahedron: a = 3; Density = 15; SurfaceArea = 15.588457268119894
Sphere: r = 20; Density = 9; SurfaceArea = 5026.548245743669
Parallelepiped: a = 12, b = 27, c = 20; Density = 22; SurfaceArea = 2208.0
Sphere: r = 16; Density = 28; SurfaceArea = 3216.990877275948
Tetrahedron: a = 7; Density = 28; SurfaceArea = 84.87048957087498
Sphere: r = 30; Density = 14; SurfaceArea = 11309.733552923255
Sphere: r = 16; Density = 1; SurfaceArea = 3216.990877275948
Sphere: r = 23; Density = 28; SurfaceArea = 6647.610054996002
Parallelepiped: a = 3, b = 18, c = 22; Density = 11; SurfaceArea = 1032.0
Tetrahedron: a = 4; Density = 27; SurfaceArea = 27.712812921102035
Parallelepiped: a = 9, b = 26, c = 22; Density = 23; SurfaceArea = 2008.0
Tetrahedron: a = 14; Density = 9; SurfaceArea = 339.4819582834999
Parallelepiped: a = 2, b = 16, c = 4; Density = 4; SurfaceArea = 208.0
Tetrahedron: a = 26; Density = 15; SurfaceArea = 1170.866345916561
Parallelepiped: a = 1, b = 18, c = 12; Density = 19; SurfaceArea = 492.0
Parallelepiped: a = 26, b = 27, c = 7; Density = 15; SurfaceArea = 2146.0
Parallelepiped: a = 21, b = 6, c = 25; Density = 20; SurfaceArea = 1602.0
Parallelepiped: a = 19, b = 7, c = 10; Density = 14; SurfaceArea = 786.0
Sphere: r = 10; Density = 4; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 11, b = 20, c = 12; Density = 4; SurfaceArea = 1184.0
Sphere: r = 7; Density = 7; SurfaceArea = 615.7521601035994
Parallelepiped: a = 21, b = 23, c = 5; Density = 9; SurfaceArea = 1406.0
Sphere: r = 7; Density = 4; SurfaceArea = 615.7521601035994
Tetrahedron: a = 1; Density = 16; SurfaceArea = 1.7320508075688772
Sphere: r = 28; Density = 8; SurfaceArea = 9852.03456165759
Tetrahedron: a = 2; Density = 26; SurfaceArea = 6.928203230275509
Tetrahedron: a = 9; Density = 26; SurfaceArea = 140.29611541307906
Parallelepiped: a = 22, b = 22, c = 12; Density = 1; SurfaceArea = 2024.0
Tetrahedron: a = 6; Density = 30; SurfaceArea = 62.35382907247958
Tetrahedron: a = 9; Density = 22; SurfaceArea = 140.29611541307906
Tetrahedron: a = 13; Density = 2; SurfaceArea = 292.71658647914023
Sphere: r = 16; Density = 17; SurfaceArea = 3216.990877275948
Parallelepiped: a = 21, b = 27, c = 17; Density = 15; SurfaceArea = 2766.0
Sphere: r = 18; Density = 27; SurfaceArea = 4071.5040790523717
Sphere: r = 10; Density = 11; SurfaceArea = 1256.6370614359173
Sphere: r = 13; Density = 21; SurfaceArea = 2123.7166338267
Parallelepiped: a = 13, b = 20, c = 12; Density = 7; SurfaceArea = 1312.0
Sphere: r = 9; Density = 22; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 6; Density = 16; SurfaceArea = 62.35382907247958
Parallelepiped: a = 26, b = 25, c = 14; Density = 10; SurfaceArea = 2728.0
Tetrahedron: a = 15; Density = 19; SurfaceArea = 389.71143170299734
Parallelepiped: a = 9, b = 28, c = 10; Density = 7; SurfaceArea = 1244.0
Tetrahedron: a = 23; Density = 17; SurfaceArea = 916.2548772039361
Parallelepiped: a = 24, b = 16, c = 4; Density = 28; SurfaceArea = 1088.0
Tetrahedron: a = 18; Density = 11; SurfaceArea = 561.1844616523163
Sphere: r = 29; Density = 19; SurfaceArea = 10568.317686676064
Parallelepiped: a = 23, b = 29, c = 25; Density = 3; SurfaceArea = 3934.0
Tetrahedron: a = 10; Density = 6; SurfaceArea = 173.20508075688772
Parallelepiped: a = 6, b = 6, c = 5; Density = 22; SurfaceArea = 192.0
Tetrahedron: a = 4; Density = 6; SurfaceArea = 27.712812921102035
Sphere: r = 8; Density = 12; SurfaceArea = 804.247719318987
Sphere: r = 1; Density = 13; SurfaceArea = 12.566370614359172
Parallelepiped: a = 16, b = 6, c = 23; Density = 22; SurfaceArea = 1204.0
Parallelepiped: a = 26, b = 9, c = 18; Density = 17; SurfaceArea = 1728.0
Sphere: r = 11; Density = 15; SurfaceArea = 1520.53084433746
Parallelepiped: a = 22, b = 20, c = 15; Density = 4; SurfaceArea = 2140.0
Tetrahedron: a = 17; Density = 1; SurfaceArea = 500.5626833874055
Parallelepiped: a = 3, b = 11, c = 16; Density = 13; SurfaceArea = 514.0
Sphere: r = 2; Density = 11; SurfaceArea = 50.26548245743669
Sphere: r = 5; Density = 23; SurfaceArea = 314.1592653589793
Parallelepiped: a = 26, b = 7, c = 21; Density = 14; SurfaceArea = 1750.0
Sphere: r = 29; Density = 15; SurfaceArea = 10568.317686676064
Parallelepiped: a = 20, b = 29, c = 18; Density = 8; SurfaceArea = 2924.0
Sphere: r = 10; Density = 18; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 15; Density = 19; SurfaceArea = 389.71143170299734
Parallelepiped: a = 21, b = 16, c = 14; Density = 5; SurfaceArea = 1708.0
Tetrahedron: a = 14; Density = 27; SurfaceArea = 339.4819582834999
Tetrahedron: a = 28; Density = 7; SurfaceArea = 1357.9278331339997
Sphere: r = 12; Density = 7; SurfaceArea = 1809.5573684677208
Parallelepiped: a = 19, b = 26, c = 16; Density = 20; SurfaceArea = 2428.0
Tetrahedron: a = 21; Density = 19; SurfaceArea = 763.8344061378748
Sphere: r = 22; Density = 28; SurfaceArea = 6082.12337734984
Parallelepiped: a = 26, b = 25, c = 21; Density = 4; SurfaceArea = 3442.0
Sphere: r = 18; Density = 10; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 17, b = 20, c = 14; Density = 27; SurfaceArea = 1716.0
Sphere: r = 18; Density = 8; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 12, b = 14, c = 11; Density = 18; SurfaceArea = 908.0
Sphere: r = 13; Density = 15; SurfaceArea = 2123.7166338267
Sphere: r = 27; Density = 7; SurfaceArea = 9160.884177867836
Sphere: r = 18; Density = 3; SurfaceArea = 4071.5040790523717
Sphere: r = 14; Density = 13; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 10, b = 16, c = 17; Density = 17; SurfaceArea = 1204.0
Sphere: r = 9; Density = 25; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 14; Density = 3; SurfaceArea = 339.4819582834999
Tetrahedron: a = 8; Density = 11; SurfaceArea = 110.85125168440814
Parallelepiped: a = 26, b = 28, c = 9; Density = 8; SurfaceArea = 2428.0
Parallelepiped: a = 17, b = 23, c = 24; Density = 1; SurfaceArea = 2702.0
Sphere: r = 1; Density = 8; SurfaceArea = 12.566370614359172
Tetrahedron: a = 2; Density = 1; SurfaceArea = 6.928203230275509
Sphere: r = 1; Density = 29; SurfaceArea = 12.566370614359172
Sphere: r = 29; Density = 11; SurfaceArea = 10568.317686676064
Sphere: r = 10; Density = 9; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 9; Density = 5; SurfaceArea = 140.29611541307906
Parallelepiped: a = 25, b = 16, c = 10; Density = 7; SurfaceArea = 1620.0
Tetrahedron: a = 22; Density = 15; SurfaceArea = 838.3125908633366
Parallelepiped: a = 12, b = 8, c = 10; Density = 8; SurfaceArea = 592.0
Tetrahedron: a = 21; Density = 23; SurfaceArea = 763.8344061378748
Sphere: r = 9; Density = 17; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 28; Density = 8; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 21; Density = 2; SurfaceArea = 763.8344061378748
Sphere: r = 6; Density = 11; SurfaceArea = 452.3893421169302
Parallelepiped: a = 13, b = 25, c = 15; Density = 20; SurfaceArea = 1790.0
Sphere: r = 21; Density = 26; SurfaceArea = 5541.769440932395
Sphere: r = 25; Density = 12; SurfaceArea = 7853.981633974483
Parallelepiped: a = 20, b = 27, c = 10; Density = 2; SurfaceArea = 2020.0
Tetrahedron: a = 19; Density = 15; SurfaceArea = 625.2703415323647
Parallelepiped: a = 13, b = 12, c = 5; Density = 27; SurfaceArea = 562.0
Sphere: r = 29; Density = 17; SurfaceArea = 10568.317686676064
Tetrahedron: a = 7; Density = 4; SurfaceArea = 84.87048957087498
Parallelepiped: a = 25, b = 21, c = 10; Density = 5; SurfaceArea = 1970.0
Sphere: r = 10; Density = 25; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 8; Density = 22; SurfaceArea = 110.85125168440814
Sphere: r = 25; Density = 2; SurfaceArea = 7853.981633974483
Tetrahedron: a = 23; Density = 3; SurfaceArea = 916.2548772039361
Sphere: r = 1; Density = 18; SurfaceArea = 12.566370614359172
Parallelepiped: a = 16, b = 22, c = 25; Density = 21; SurfaceArea = 2604.0
Tetrahedron: a = 4; Density = 11; SurfaceArea = 27.712812921102035
Tetrahedron: a = 1; Density = 1; SurfaceArea = 1.7320508075688772
Parallelepiped: a = 3, b = 1, c = 29; Density = 15; SurfaceArea = 238.0
Tetrahedron: a = 10; Density = 1; SurfaceArea = 173.20508075688772
Parallelepiped: a = 22, b = 19, c = 22; Density = 10; SurfaceArea = 2640.0
Sphere: r = 26; Density = 30; SurfaceArea = 8494.8665353068
Tetrahedron: a = 5; Density = 1; SurfaceArea = 43.30127018922193
Tetrahedron: a = 9; Density = 16; SurfaceArea = 140.29611541307906
Sphere: r = 20; Density = 14; SurfaceArea = 5026.548245743669
Parallelepiped: a = 1, b = 3, c = 2; Density = 9; SurfaceArea = 22.0
Parallelepiped: a = 18, b = 3, c = 17; Density = 24; SurfaceArea = 822.0
Sphere: r = 20; Density = 8; SurfaceArea = 5026.548245743669
Sphere: r = 3; Density = 25; SurfaceArea = 113.09733552923255
Sphere: r = 7; Density = 22; SurfaceArea = 615.7521601035994
Sphere: r = 29; Density = 6; SurfaceArea = 10568.317686676064
Sphere: r = 3; Density = 8; SurfaceArea = 113.09733552923255
Sphere: r = 3; Density = 27; SurfaceArea = 113.09733552923255
Tetrahedron: a = 27; Density = 29; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 11, b = 12, c = 2; Density = 10; SurfaceArea = 356.0
Parallelepiped: a = 22, b = 17, c = 23; Density = 18; SurfaceArea = 2542.0
Parallelepiped: a = 12, b = 5, c = 23; Density = 27; SurfaceArea = 902.0
Sphere: r = 13; Density = 8; SurfaceArea = 2123.7166338267
Sphere: r = 23; Density = 23; SurfaceArea = 6647.610054996002
Sphere: r = 12; Density = 24; SurfaceArea = 1809.5573684677208
Sphere: r = 18; Density = 23; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 5, b = 15, c = 21; Density = 6; SurfaceArea = 990.0
Sphere: r = 2; Density = 4; SurfaceArea = 50.26548245743669
Sphere: r = 6; Density = 26; SurfaceArea = 452.3893421169302
Tetrahedron: a = 24; Density = 4; SurfaceArea = 997.6612651596732
Sphere: r = 26; Density = 6; SurfaceArea = 8494.8665353068
Sphere: r = 9; Density = 5; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 27, b = 21, c = 11; Density = 9; SurfaceArea = 2190.0
Sphere: r = 20; Density = 28; SurfaceArea = 5026.548245743669
Sphere: r = 11; Density = 16; SurfaceArea = 1520.53084433746
Tetrahedron: a = 12; Density = 19; SurfaceArea = 249.4153162899183
Tetrahedron: a = 24; Density = 24; SurfaceArea = 997.6612651596732
Parallelepiped: a = 27, b = 7, c = 23; Density = 28; SurfaceArea = 1942.0
Tetrahedron: a = 18; Density = 30; SurfaceArea = 561.1844616523163
Parallelepiped: a = 5, b = 4, c = 16; Density = 11; SurfaceArea = 328.0
Tetrahedron: a = 21; Density = 7; SurfaceArea = 763.8344061378748
Parallelepiped: a = 24, b = 20, c = 16; Density = 26; SurfaceArea = 2368.0
Parallelepiped: a = 29, b = 26, c = 23; Density = 5; SurfaceArea = 4038.0
Sphere: r = 17; Density = 25; SurfaceArea = 3631.681107549801
Parallelepiped: a = 22, b = 13, c = 23; Density = 25; SurfaceArea = 2182.0
Tetrahedron: a = 16; Density = 4; SurfaceArea = 443.40500673763256
Sphere: r = 11; Density = 7; SurfaceArea = 1520.53084433746
Sphere: r = 25; Density = 26; SurfaceArea = 7853.981633974483
Tetrahedron: a = 12; Density = 15; SurfaceArea = 249.4153162899183
Sphere: r = 12; Density = 20; SurfaceArea = 1809.5573684677208
Tetrahedron: a = 7; Density = 13; SurfaceArea = 84.87048957087498
Tetrahedron: a = 5; Density = 12; SurfaceArea = 43.30127018922193
Sphere: r = 7; Density = 7; SurfaceArea = 615.7521601035994
Tetrahedron: a = 2; Density = 10; SurfaceArea = 6.928203230275509
Parallelepiped: a = 7, b = 3, c = 20; Density = 21; SurfaceArea = 442.0
Sphere: r = 1; Density = 20; SurfaceArea = 12.566370614359172
Sphere: r = 16; Density = 3; SurfaceArea = 3216.990877275948
Sphere: r = 5; Density = 25; SurfaceArea = 314.1592653589793
Sphere: r = 25; Density = 27; SurfaceArea = 7853.981633974483
Parallelepiped: a = 16, b = 6, c = 21; Density = 9; SurfaceArea = 1116.0
Parallelepiped: a = 29, b = 6, c = 17; Density = 13; SurfaceArea = 1538.0
Tetrahedron: a = 18; Density = 21; SurfaceArea = 561.1844616523163
Tetrahedron: a = 14; Density = 4; SurfaceArea = 339.4819582834999
Tetrahedron: a = 7; Density = 5; SurfaceArea = 84.87048957087498
Parallelepiped: a = 25, b = 1, c = 28; Density = 8; SurfaceArea = 1506.0
Tetrahedron: a = 16; Density = 5; SurfaceArea = 443.40500673763256
Tetrahedron: a = 10; Density = 23; SurfaceArea = 173.20508075688772
Sphere: r = 25; Density = 9; SurfaceArea = 7853.981633974483
Sphere: r = 21; Density = 29; SurfaceArea = 5541.769440932395
Sphere: r = 4; Density = 27; SurfaceArea = 201.06192982974676
Parallelepiped: a = 26, b = 2, c = 18; Density = 12; SurfaceArea = 1112.0
Sphere: r = 16; Density = 30; SurfaceArea = 3216.990877275948
Tetrahedron: a = 13; Density = 15; SurfaceArea = 292.71658647914023
Tetrahedron: a = 18; Density = 20; SurfaceArea = 561.1844616523163
Sphere: r = 14; Density = 16; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 6, b = 27, c = 20; Density = 17; SurfaceArea = 1644.0
Sphere: r = 22; Density = 9; SurfaceArea = 6082.12337734984
Tetrahedron: a = 9; Density = 26; SurfaceArea = 140.29611541307906
Tetrahedron: a = 22; Density = 8; SurfaceArea = 838.3125908633366
Parallelepiped: a = 11, b = 25, c = 14; Density = 22; SurfaceArea = 1558.0
Sphere: r = 25; Density = 18; SurfaceArea = 7853.981633974483
Sphere: r = 1; Density = 15; SurfaceArea = 12.566370614359172
Parallelepiped: a = 15, b = 18, c = 27; Density = 20; SurfaceArea = 2322.0
Parallelepiped: a = 1, b = 15, c = 5; Density = 24; SurfaceArea = 190.0
Sphere: r = 4; Density = 27; SurfaceArea = 201.06192982974676
Sphere: r = 7; Density = 4; SurfaceArea = 615.7521601035994
Tetrahedron: a = 30; Density = 13; SurfaceArea = 1558.8457268119894
Tetrahedron: a = 16; Density = 6; SurfaceArea = 443.40500673763256
Sphere: r = 10; Density = 17; SurfaceArea = 1256.6370614359173
Sphere: r = 21; Density = 10; SurfaceArea = 5541.769440932395
Tetrahedron: a = 28; Density = 19; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 16; Density = 30; SurfaceArea = 443.40500673763256
Tetrahedron: a = 28; Density = 26; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 6, b = 14, c = 16; Density = 25; SurfaceArea = 808.0
Sphere: r = 7; Density = 16; SurfaceArea = 615.7521601035994
Sphere: r = 23; Density = 23; SurfaceArea = 6647.610054996002
Sphere: r = 10; Density = 13; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 16; Density = 10; SurfaceArea = 443.40500673763256
Parallelepiped: a = 16, b = 23, c = 6; Density = 14; SurfaceArea = 1204.0
Parallelepiped: a = 30, b = 26, c = 27; Density = 12; SurfaceArea = 4584.0
Parallelepiped: a = 29, b = 16, c = 28; Density = 1; SurfaceArea = 3448.0
Sphere: r = 28; Density = 2; SurfaceArea = 9852.03456165759
Sphere: r = 22; Density = 4; SurfaceArea = 6082.12337734984
Tetrahedron: a = 21; Density = 28; SurfaceArea = 763.8344061378748
Sphere: r = 27; Density = 3; SurfaceArea = 9160.884177867836
Sphere: r = 5; Density = 22; SurfaceArea = 314.1592653589793
Sphere: r = 12; Density = 16; SurfaceArea = 1809.5573684677208
Parallelepiped: a = 26, b = 10, c = 8; Density = 1; SurfaceArea = 1096.0
Parallelepiped: a = 30, b = 18, c = 2; Density = 16; SurfaceArea = 1272.0
Tetrahedron: a = 6; Density = 6; SurfaceArea = 62.35382907247958
Parallelepiped: a = 14, b = 13, c = 16; Density = 25; SurfaceArea = 1228.0
Sphere: r = 7; Density = 8; SurfaceArea = 615.7521601035994
Tetrahedron: a = 22; Density = 5; SurfaceArea = 838.3125908633366
Parallelepiped: a = 25, b = 29, c = 24; Density = 14; SurfaceArea = 4042.0
Sphere: r = 23; Density = 27; SurfaceArea = 6647.610054996002
Sphere: r = 17; Density = 27; SurfaceArea = 3631.681107549801
Parallelepiped: a = 13, b = 25, c = 25; Density = 30; SurfaceArea = 2550.0
Sphere: r = 9; Density = 4; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 28, b = 16, c = 5; Density = 18; SurfaceArea = 1336.0
Tetrahedron: a = 10; Density = 19; SurfaceArea = 173.20508075688772
Tetrahedron: a = 21; Density = 11; SurfaceArea = 763.8344061378748
Sphere: r = 28; Density = 12; SurfaceArea = 9852.03456165759
Tetrahedron: a = 8; Density = 29; SurfaceArea = 110.85125168440814
Sphere: r = 12; Density = 4; SurfaceArea = 1809.5573684677208
Parallelepiped: a = 23, b = 26, c = 13; Density = 4; SurfaceArea = 2470.0
Parallelepiped: a = 11, b = 23, c = 14; Density = 9; SurfaceArea = 1458.0
Parallelepiped: a = 24, b = 14, c = 4; Density = 18; SurfaceArea = 976.0
Tetrahedron: a = 6; Density = 12; SurfaceArea = 62.35382907247958
Parallelepiped: a = 3, b = 26, c = 21; Density = 26; SurfaceArea = 1374.0
Sphere: r = 26; Density = 14; SurfaceArea = 8494.8665353068
Sphere: r = 18; Density = 21; SurfaceArea = 4071.5040790523717
Sphere: r = 12; Density = 12; SurfaceArea = 1809.5573684677208
Sphere: r = 15; Density = 4; SurfaceArea = 2827.4333882308138
Sphere: r = 2; Density = 18; SurfaceArea = 50.26548245743669
Parallelepiped: a = 9, b = 22, c = 29; Density = 14; SurfaceArea = 2194.0
Sphere: r = 15; Density = 8; SurfaceArea = 2827.4333882308138
Parallelepiped: a = 12, b = 24, c = 2; Density = 25; SurfaceArea = 720.0
Parallelepiped: a = 20, b = 1, c = 15; Density = 30; SurfaceArea = 670.0
Parallelepiped: a = 15, b = 18, c = 26; Density = 21; SurfaceArea = 2256.0
Tetrahedron: a = 13; Density = 22; SurfaceArea = 292.71658647914023
Tetrahedron: a = 26; Density = 2; SurfaceArea = 1170.866345916561
Tetrahedron: a = 25; Density = 17; SurfaceArea = 1082.5317547305483
