Container stores 5000 shapes:
Parallelepiped: a = 4, b = 2, c = 22; Density = 10; SurfaceArea = 280.0
Tetrahedron: a = 19; Density = 26; SurfaceArea = 625.2703415323647
Sphere: r = 14; Density = 24; SurfaceArea = 2463.0086404143976
Tetrahedron: a = 23; Density = 19; SurfaceArea = 916.2548772039361
Sphere: r = 14; Density = 2; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 26, b = 22, c = 1; Density = 2; SurfaceArea = 1240.0
Tetrahedron: a = 1; Density = 24; SurfaceArea = 1.7320508075688772
Tetrahedron: a = 9; Density = 13; SurfaceArea = 140.29611541307906
Sphere: r = 20; Density = 26; SurfaceArea = 5026.548245743669
Sphere: r = 17; Density = 13; SurfaceArea = 3631.681107549801
Parallelepiped: a = 17, b = 19, c = 22; Density = 7; SurfaceArea = 2230.0
Tetrahedron: a = 4; Density = 20; SurfaceArea = 27.712812921102035
Parallelepiped: a = 9, b = 17, c = 15; Density = 11; SurfaceArea = 1086.0
Sphere: r = 26; Density = 6; SurfaceArea = 8494.8665353068
Parallelepiped: a = 4, b = 19, c = 24; Density = 23; SurfaceArea = 1256.0
Parallelepiped: a = 16, b = 24, c = 6; Density = 23; SurfaceArea = 1248.0
Sphere: r = 7; Density = 1; SurfaceArea = 615.7521601035994
Parallelepiped: a = 12, b = 18, c = 29; Density = 25; SurfaceArea = 2172.0
Parallelepiped: a = 17, b = 12, c = 19; Density = 7; SurfaceArea = 1510.0
Parallelepiped: a = 22, b = 15, c = 16; Density = 26; SurfaceArea = 1844.0
Parallelepiped: a = 29, b = 6, c = 9; Density = 15; SurfaceArea = 978.0
Parallelepiped: a = 2, b = 13, c = 15; Density = 24; SurfaceArea = 502.0
Parallelepiped: a = 19, b = 2, c = 21; Density = 28; SurfaceArea = 958.0
Parallelepiped: a = 26, b = 27, c = 14; Density = 15; SurfaceArea = 2888.0
Parallelepiped: a = 17, b = 8, c = 7; Density = 4; SurfaceArea = 622.0
Tetrahedron: a = 18; Density = 16; SurfaceArea = 561.1844616523163
Sphere: r = 16; Density = 26; SurfaceArea = 3216.990877275948
Tetrahedron: a = 29; Density = 22; SurfaceArea = 1456.6547291654258
Sphere: r = 17; Density = 5; SurfaceArea = 3631.681107549801
Tetrahedron: a = 20; Density = 23; SurfaceArea = 692.8203230275509
Tetrahedron: a = 19; Density = 23; SurfaceArea = 625.2703415323647
Tetrahedron: a = 4; Density = 10; SurfaceArea = 27.712812921102035
Parallelepiped: a = 8, b = 13, c = 23; Density = 13; SurfaceArea = 1174.0
Parallelepiped: a = 17, b = 13, c = 13; Density = 19; SurfaceArea = 1222.0
Parallelepiped: a = 18, b = 8, c = 29; Density = 5; SurfaceArea = 1796.0
Parallelepiped: a = 1, b = 17, c = 8; Density = 13; SurfaceArea = 322.0
Sphere: r = 2; Density = 25; SurfaceArea = 50.26548245743669
Tetrahedron: a = 11; Density = 30; SurfaceArea = 209.57814771583415
Parallelepiped: a = 9, b = 26, c = 27; Density = 15; SurfaceArea = 2358.0
Sphere: r = 29; Density = 24; SurfaceArea = 10568.317686676064
Parallelepiped: a = 2, b = 3, c = 14; Density = 5; SurfaceArea = 152.0
Sphere: r = 21; Density = 11; SurfaceArea = 5541.769440932395
Parallelepiped: a = 3, b = 13, c = 1; Density = 2; SurfaceArea = 110.0
Parallelepiped: a = 3, b = 23, c = 30; Density = 20; SurfaceArea = 1698.0
Parallelepiped: a = 2, b = 13, c = 12; Density = 1; SurfaceArea = 412.0
Tetrahedron: a = 4; Density = 8; SurfaceArea = 27.712812921102035
Sphere: r = 18; Density = 9; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 27, b = 17, c = 18; Density = 1; SurfaceArea = 2502.0
Tetrahedron: a = 20; Density = 13; SurfaceArea = 692.8203230275509
Sphere: r = 10; Density = 20; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 22, b = 20, c = 23; Density = 19; SurfaceArea = 2812.0
Sphere: r = 14; Density = 15; SurfaceArea = 2463.0086404143976
Sphere: r = 4; Density = 29; SurfaceArea = 201.06192982974676
Sphere: r = 26; Density = 2; SurfaceArea = 8494.8665353068
Tetrahedron: a = 13; Density = 26; SurfaceArea = 292.71658647914023
Parallelepiped: a = 3, b = 11, c = 16; Density = 27; SurfaceArea = 514.0
Parallelepiped: a = 28, b = 16, c = 17; Density = 22; SurfaceArea = 2392.0
Sphere: r = 3; Density = 23; SurfaceArea = 113.09733552923255
Tetrahedron: a = 2; Density = 20; SurfaceArea = 6.928203230275509
Tetrahedron: a = 14; Density = 12; SurfaceArea = 339.4819582834999
Tetrahedron: a = 12; Density = 29; SurfaceArea = 249.4153162899183
Tetrahedron: a = 19; Density = 15; SurfaceArea = 625.2703415323647
Sphere: r = 1; Density = 24; SurfaceArea = 12.566370614359172
Tetrahedron: a = 24; Density = 1; SurfaceArea = 997.6612651596732
Sphere: r = 27; Density = 13; SurfaceArea = 9160.884177867836
Parallelepiped: a = 15, b = 12, c = 15; Density = 8; SurfaceArea = 1170.0
Parallelepiped: a = 15, b = 1, c = 26; Density = 17; SurfaceArea = 862.0
Parallelepiped: a = 23, b = 27, c = 21; Density = 11; SurfaceArea = 3342.0
Sphere: r = 18; Density = 13; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 2, b = 18, c = 16; Density = 28; SurfaceArea = 712.0
Tetrahedron: a = 29; Density = 3; SurfaceArea = 1456.6547291654258
Sphere: r = 28; Density = 16; SurfaceArea = 9852.03456165759
Sphere: r = 13; Density = 20; SurfaceArea = 2123.7166338267
Parallelepiped: a = 29, b = 9, c = 16; Density = 29; SurfaceArea = 1738.0
Tetrahedron: a = 21; Density = 11; SurfaceArea = 763.8344061378748
Tetrahedron: a = 17; Density = 13; SurfaceArea = 500.5626833874055
Sphere: r = 24; Density = 21; SurfaceArea = 7238.229473870883
Parallelepiped: a = 27, b = 11, c = 22; Density = 29; SurfaceArea = 2266.0
Parallelepiped: a = 25, b = 9, c = 24; Density = 27; SurfaceArea = 2082.0
Sphere: r = 13; Density = 10; SurfaceArea = 2123.7166338267
Parallelepiped: a = 19, b = 15, c = 17; Density = 7; SurfaceArea = 1726.0
Sphere: r = 11; Density = 3; SurfaceArea = 1520.53084433746
Parallelepiped: a = 30, b = 29, c = 22; Density = 28; SurfaceArea = 4336.0
Tetrahedron: a = 16; Density = 4; SurfaceArea = 443.40500673763256
Sphere: r = 3; Density = 9; SurfaceArea = 113.09733552923255
Parallelepiped: a = 24, b = 21, c = 5; Density = 1; SurfaceArea = 1458.0
Sphere: r = 21; Density = 5; SurfaceArea = 5541.769440932395
Sphere: r = 9; Density = 17; SurfaceArea = 1017.8760197630929
Sphere: r = 22; Density = 11; SurfaceArea = 6082.12337734984
Tetrahedron: a = 12; Density = 23; SurfaceArea = 249.4153162899183
Tetrahedron: a = 15; Density = 20; SurfaceArea = 389.71143170299734
Tetrahedron: a = 5; Density = 4; SurfaceArea = 43.30127018922193
Parallelepiped: a = 25, b = 14, c = 19; Density = 16; SurfaceArea = 2182.0
Sphere: r = 26; Density = 11; SurfaceArea = 8494.8665353068
Parallelepiped: a = 1, b = 6, c = 24; Density = 10; SurfaceArea = 348.0
Parallelepiped: a = 8, b = 14, c = 30; Density = 22; SurfaceArea = 1544.0
Sphere: r = 20; Density = 27; SurfaceArea = 5026.548245743669
Sphere: r = 12; Density = 21; SurfaceArea = 1809.5573684677208
Tetrahedron: a = 23; Density = 20; SurfaceArea = 916.2548772039361
Sphere: r = 17; Density = 2; SurfaceArea = 3631.681107549801
Sphere: r = 4; Density = 18; SurfaceArea = 201.06192982974676
Sphere: r = 19; Density = 22; SurfaceArea = 4536.459791783661
Parallelepiped: a = 29, b = 16, c = 25; Density = 10; SurfaceArea = 3178.0
Parallelepiped: a = 18, b = 13, c = 4; Density = 21; SurfaceArea = 716.0
Sphere: r = 22; Density = 19; SurfaceArea = 6082.12337734984
Sphere: r = 11; Density = 21; SurfaceArea = 1520.53084433746
Tetrahedron: a = 3; Density = 10; SurfaceArea = 15.588457268119894
Sphere: r = 1; Density = 8; SurfaceArea = 12.566370614359172
Tetrahedron: a = 15; Density = 26; SurfaceArea = 389.71143170299734
Tetrahedron: a = 14; Density = 22; SurfaceArea = 339.4819582834999
Parallelepiped: a = 23, b = 25, c = 11; Density = 3; SurfaceArea = 2206.0
Tetrahedron: a = 16; Density = 23; SurfaceArea = 443.40500673763256
Sphere: r = 24; Density = 9; SurfaceArea = 7238.229473870883
Sphere: r = 21; Density = 26; SurfaceArea = 5541.769440932395
Parallelepiped: a = 23, b = 28, c = 20; Density = 4; SurfaceArea = 3328.0
Parallelepiped: a = 13, b = 2, c = 26; Density = 17; SurfaceArea = 832.0
Parallelepiped: a = 17, b = 3, c = 13; Density = 1; SurfaceArea = 622.0
Sphere: r = 13; Density = 3; SurfaceArea = 2123.7166338267
Sphere: r = 15; Density = 18; SurfaceArea = 2827.4333882308138
Parallelepiped: a = 9, b = 19, c = 30; Density = 20; SurfaceArea = 2022.0
Sphere: r = 1; Density = 3; SurfaceArea = 12.566370614359172
Parallelepiped: a = 22, b = 19, c = 4; Density = 27; SurfaceArea = 1164.0
Tetrahedron: a = 28; Density = 2; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 16; Density = 14; SurfaceArea = 443.40500673763256
Sphere: r = 6; Density = 29; SurfaceArea = 452.3893421169302
Parallelepiped: a = 5, b = 1, c = 15; Density = 28; SurfaceArea = 190.0
Tetrahedron: a = 12; Density = 7; SurfaceArea = 249.4153162899183
Tetrahedron: a = 11; Density = 3; SurfaceArea = 209.57814771583415
Sphere: r = 12; Density = 9; SurfaceArea = 1809.5573684677208
Sphere: r = 11; Density = 5; SurfaceArea = 1520.53084433746
Parallelepiped: a = 9, b = 20, c = 8; Density = 27; SurfaceArea = 824.0
Sphere: r = 18; Density = 20; SurfaceArea = 4071.5040790523717
Sphere: r = 11; Density = 25; SurfaceArea = 1520.53084433746
Tetrahedron: a = 25; Density = 24; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 6; Density = 21; SurfaceArea = 62.35382907247958
Parallelepiped: a = 9, b = 5, c = 6; Density = 17; SurfaceArea = 258.0
Tetrahedron: a = 26; Density = 15; SurfaceArea = 1170.866345916561
Parallelepiped: a = 5, b = 12, c = 24; Density = 26; SurfaceArea = 936.0
Parallelepiped: a = 30, b = 13, c = 12; Density = 8; SurfaceArea = 1812.0
Tetrahedron: a = 17; Density = 5; SurfaceArea = 500.5626833874055
Tetrahedron: a = 22; Density = 13; SurfaceArea = 838.3125908633366
Tetrahedron: a = 19; Density = 30; SurfaceArea = 625.2703415323647
Parallelepiped: a = 25, b = 16, c = 11; Density = 9; SurfaceArea = 1702.0
Tetrahedron: a = 11; Density = 5; SurfaceArea = 209.57814771583415
Tetrahedron: a = 24; Density = 22; SurfaceArea = 997.6612651596732
Sphere: r = 18; Density = 11; SurfaceArea = 4071.5040790523717
Sphere: r = 12; Density = 3; SurfaceArea = 1809.5573684677208
Tetrahedron: a = 21; Density = 10; SurfaceArea = 763.8344061378748
Sphere: r = 3; Density = 25; SurfaceArea = 113.09733552923255
Tetrahedron: a = 16; Density = 2; SurfaceArea = 443.40500673763256
Tetrahedron: a = 24; Density = 21; SurfaceArea = 997.6612651596732
Sphere: r = 17; Density = 21; SurfaceArea = 3631.681107549801
Parallelepiped: a = 18, b = 19, c = 7; Density = 27; SurfaceArea = 1202.0
Tetrahedron: a = 14; Density = 17; SurfaceArea = 339.4819582834999
Parallelepiped: a = 11, b = 8, c = 26; Density = 11; SurfaceArea = 1164.0
Parallelepiped: a = 24, b = 7, c = 19; Density = 24; SurfaceArea = 1514.0
Tetrahedron: a = 16; Density = 5; SurfaceArea = 443.40500673763256
Tetrahedron: a = 20; Density = 7; SurfaceArea = 692.8203230275509
Tetrahedron: a = 19; Density = 30; SurfaceArea = 625.2703415323647
Parallelepiped: a = 29, b = 12, c = 25; Density = 22; SurfaceArea = 2746.0
Parallelepiped: a = 14, b = 28, c = 17; Density = 4; SurfaceArea = 2212.0
Parallelepiped: a = 1, b = 29, c = 11; Density = 16; SurfaceArea = 718.0
Sphere: r = 3; Density = 26; SurfaceArea = 113.09733552923255
Parallelepiped: a = 2, b = 6, c = 8; Density = 2; SurfaceArea = 152.0
Parallelepiped: a = 6, b = 15, c = 12; Density = 10; SurfaceArea = 684.0
Tetrahedron: a = 14; Density = 10; SurfaceArea = 339.4819582834999
Parallelepiped: a = 22, b = 19, c = 20; Density = 27; SurfaceArea = 2476.0
Sphere: r = 17; Density = 30; SurfaceArea = 3631.681107549801
Sphere: r = 24; Density = 23; SurfaceArea = 7238.229473870883
Sphere: r = 23; Density = 8; SurfaceArea = 6647.610054996002
Tetrahedron: a = 22; Density = 18; SurfaceArea = 838.3125908633366
Sphere: r = 29; Density = 29; SurfaceArea = 10568.317686676064
Sphere: r = 29; Density = 25; SurfaceArea = 10568.317686676064
Tetrahedron: a = 25; Density = 16; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 30; Density = 1; SurfaceArea = 1558.8457268119894
Parallelepiped: a = 19, b = 12, c = 1; Density = 3; SurfaceArea = 518.0
Parallelepiped: a = 4, b = 26, c = 12; Density = 9; SurfaceArea = 928.0
Tetrahedron: a = 10; Density = 30; SurfaceArea = 173.20508075688772
Sphere: r = 24; Density = 6; SurfaceArea = 7238.229473870883
Tetrahedron: a = 7; Density = 22; SurfaceArea = 84.87048957087498
Sphere: r = 20; Density = 1; SurfaceArea = 5026.548245743669
Sphere: r = 3; Density = 23; SurfaceArea = 113.09733552923255
Sphere: r = 3; Density = 13; SurfaceArea = 113.09733552923255
Sphere: r = 4; Density = 15; SurfaceArea = 201.06192982974676
Tetrahedron: a = 27; Density = 21; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 11; Density = 11; SurfaceArea = 209.57814771583415
Parallelepiped: a = 8, b = 9, c = 22; Density = 29; SurfaceArea = 892.0
Tetrahedron: a = 4; Density = 19; SurfaceArea = 27.712812921102035
Tetrahedron: a = 21; Density = 9; SurfaceArea = 763.8344061378748
Parallelepiped: a = 18, b = 12, c = 22; Density = 27; SurfaceArea = 1752.0
Tetrahedron: a = 14; Density = 3; SurfaceArea = 339.4819582834999
Sphere: r = 28; Density = 8; SurfaceArea = 9852.03456165759
Tetrahedron: a = 22; Density = 5; SurfaceArea = 838.3125908633366
Sphere: r = 5; Density = 6; SurfaceArea = 314.1592653589793
Tetrahedron: a = 14; Density = 14; SurfaceArea = 339.4819582834999
Parallelepiped: a = 12, b = 28, c = 23; Density = 7; SurfaceArea = 2512.0
Tetrahedron: a = 6; Density = 8; SurfaceArea = 62.35382907247958
Sphere: r = 6; Density = 19; SurfaceArea = 452.3893421169302
Parallelepiped: a = 14, b = 21, c = 15; Density = 2; SurfaceArea = 1638.0
Sphere: r = 24; Density = 23; SurfaceArea = 7238.229473870883
Parallelepiped: a = 17, b = 8, c = 24; Density = 25; SurfaceArea = 1472.0
Parallelepiped: a = 25, b = 24, c = 25; Density = 24; SurfaceArea = 3650.0
Tetrahedron: a = 1; Density = 7; SurfaceArea = 1.7320508075688772
Sphere: r = 22; Density = 13; SurfaceArea = 6082.12337734984
Sphere: r = 30; Density = 26; SurfaceArea = 11309.733552923255
Sphere: r = 14; Density = 30; SurfaceArea = 2463.0086404143976
Tetrahedron: a = 21; Density = 21; SurfaceArea = 763.8344061378748
Tetrahedron: a = 17; Density = 21; SurfaceArea = 500.5626833874055
Tetrahedron: a = 17; Density = 27; SurfaceArea = 500.5626833874055
Parallelepiped: a = 23, b = 2, c = 26; Density = 11; SurfaceArea = 1392.0
Parallelepiped: a = 27, b = 22, c = 23; Density = 21; SurfaceArea = 3442.0
Parallelepiped: a = 18, b = 24, c = 22; Density = 16; SurfaceArea = 2712.0
Sphere: r = 10; Density = 28; SurfaceArea = 1256.6370614359173
Sphere: r = 30; Density = 9; SurfaceArea = 11309.733552923255
Parallelepiped: a = 5, b = 30, c = 21; Density = 6; SurfaceArea = 1770.0
Sphere: r = 2; Density = 17; SurfaceArea = 50.26548245743669
Sphere: r = 18; Density = 14; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 13, b = 7, c = 18; Density = 9; SurfaceArea = 902.0
Tetrahedron: a = 10; Density = 2; SurfaceArea = 173.20508075688772
Tetrahedron: a = 28; Density = 6; SurfaceArea = 1357.9278331339997
Tetrahedron: a = 7; Density = 6; SurfaceArea = 84.87048957087498
Sphere: r = 25; Density = 20; SurfaceArea = 7853.981633974483
Tetrahedron: a = 7; Density = 26; SurfaceArea = 84.87048957087498
Tetrahedron: a = 16; Density = 26; SurfaceArea = 443.40500673763256
Sphere: r = 30; Density = 23; SurfaceArea = 11309.733552923255
Tetrahedron: a = 12; Density = 23; SurfaceArea = 249.4153162899183
Tetrahedron: a = 30; Density = 23; SurfaceArea = 1558.8457268119894
Sphere: r = 18; Density = 20; SurfaceArea = 4071.5040790523717
Sphere: r = 29; Density = 26; SurfaceArea = 10568.317686676064
Sphere: r = 4; Density = 9; SurfaceArea = 201.06192982974676
Parallelepiped: a = 17, b = 26, c = 11; Density = 15; SurfaceArea = 1830.0
Tetrahedron: a = 5; Density = 21; SurfaceArea = 43.30127018922193
Parallelepiped: a = 24, b = 25, c = 2; Density = 3; SurfaceArea = 1396.0
Tetrahedron: a = 6; Density = 12; SurfaceArea = 62.35382907247958
Tetrahedron: a = 4; Density = 16; SurfaceArea = 27.712812921102035
Parallelepiped: a = 24, b = 8, c = 16; Density = 29; SurfaceArea = 1408.0
Tetrahedron: a = 10; Density = 3; SurfaceArea = 173.20508075688772
Tetrahedron: a = 8; Density = 10; SurfaceArea = 110.85125168440814
Parallelepiped: a = 5, b = 12, c = 30; Density = 9; SurfaceArea = 1140.0
Parallelepiped: a = 21, b = 23, c = 16; Density = 14; SurfaceArea = 2374.0
Sphere: r = 13; Density = 29; SurfaceArea = 2123.7166338267
Parallelepiped: a = 20, b = 29, c = 7; Density = 18; SurfaceArea = 1846.0
Sphere: r = 3; Density = 10; SurfaceArea = 113.09733552923255
Tetrahedron: a = 23; Density = 29; SurfaceArea = 916.2548772039361
Parallelepiped: a = 6, b = 24, c = 12; Density = 15; SurfaceArea = 1008.0
Parallelepiped: a = 10, b = 14, c = 3; Density = 13; SurfaceArea = 424.0
Sphere: r = 30; Density = 26; SurfaceArea = 11309.733552923255
Parallelepiped: a = 17, b = 10, c = 13; Density = 19; SurfaceArea = 1042.0
Tetrahedron: a = 12; Density = 22; SurfaceArea = 249.4153162899183
Parallelepiped: a = 19, b = 9, c = 18; Density = 22; SurfaceArea = 1350.0
Sphere: r = 6; Density = 24; SurfaceArea = 452.3893421169302
Parallelepiped: a = 17, b = 4, c = 3; Density = 11; SurfaceArea = 262.0
Tetrahedron: a = 9; Density = 13; SurfaceArea = 140.29611541307906
Tetrahedron: a = 27; Density = 27; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 19, b = 26, c = 18; Density = 3; SurfaceArea = 2608.0
Tetrahedron: a = 6; Density = 14; SurfaceArea = 62.35382907247958
Parallelepiped: a = 17, b = 15, c = 7; Density = 8; SurfaceArea = 958.0
Parallelepiped: a = 16, b = 24, c = 30; Density = 3; SurfaceArea = 3168.0
Tetrahedron: a = 3; Density = 19; SurfaceArea = 15.588457268119894
Parallelepiped: a = 2, b = 17, c = 22; Density = 19; SurfaceArea = 904.0
Parallelepiped: a = 17, b = 28, c = 6; Density = 23; SurfaceArea = 1492.0
Parallelepiped: a = 21, b = 16, c = 10; Density = 24; SurfaceArea = 1412.0
Parallelepiped: a = 10, b = 11, c = 30; Density = 8; SurfaceArea = 1480.0
Sphere: r = 3; Density = 30; SurfaceArea = 113.09733552923255
Tetrahedron: a = 6; Density = 29; SurfaceArea = 62.35382907247958
Parallelepiped: a = 13, b = 29, c = 18; Density = 26; SurfaceArea = 2266.0
Tetrahedron: a = 20; Density = 24; SurfaceArea = 692.8203230275509
Parallelepiped: a = 18, b = 3, c = 17; Density = 2; SurfaceArea = 822.0
Sphere: r = 10; Density = 5; SurfaceArea = 1256.6370614359173
Sphere: r = 17; Density = 5; SurfaceArea = 3631.681107549801
Tetrahedron: a = 2; Density = 7; SurfaceArea = 6.928203230275509
Tetrahedron: a = 5; Density = 23; SurfaceArea = 43.30127018922193
Sphere: r = 14; Density = 25; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 29, b = 28, c = 17; Density = 12; SurfaceArea = 3562.0
Sphere: r = 24; Density = 27; SurfaceArea = 7238.229473870883
Tetrahedron: a = 10; Density = 14; SurfaceArea = 173.20508075688772
Tetrahedron: a = 8; Density = 15; SurfaceArea = 110.85125168440814
Sphere: r = 17; Density = 14; SurfaceArea = 3631.681107549801
Sphere: r = 27; Density = 7; SurfaceArea = 9160.884177867836
Parallelepiped: a = 15, b = 15, c = 28; Density = 9; SurfaceArea = 2130.0
Sphere: r = 25; Density = 17; SurfaceArea = 7853.981633974483
Parallelepiped: a = 14, b = 25, c = 28; Density = 26; SurfaceArea = 2884.0
Sphere: r = 10; Density = 4; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 11; Density = 3; SurfaceArea = 209.57814771583415
Sphere: r = 28; Density = 28; SurfaceArea = 9852.03456165759
Tetrahedron: a = 16; Density = 2; SurfaceArea = 443.40500673763256
Tetrahedron: a = 23; Density = 13; SurfaceArea = 916.2548772039361
Parallelepiped: a = 22, b = 9, c = 24; Density = 4; SurfaceArea = 1884.0
Sphere: r = 18; Density = 17; SurfaceArea = 4071.5040790523717
Tetrahedron: a = 4; Density = 10; SurfaceArea = 27.712812921102035
Sphere: r = 18; Density = 4; SurfaceArea = 4071.5040790523717
Sphere: r = 25; Density = 26; SurfaceArea = 7853.981633974483
Sphere: r = 30; Density = 18; SurfaceArea = 11309.733552923255
Parallelepiped: a = 28, b = 9, c = 9; Density = 21; SurfaceArea = 1170.0
Parallelepiped: a = 5, b = 28, c = 6; Density = 15; SurfaceArea = 676.0
Parallelepiped: a = 21, b = 20, c = 21; Density = 4; SurfaceArea = 2562.0
Tetrahedron: a = 3; Density = 21; SurfaceArea = 15.588457268119894
Sphere: r = 10; Density = 17; SurfaceArea = 1256.6370614359173
